County,Year,Population,State
Meigs County,2017,11885,Tennessee
Lunenburg County,2017,11888,Virginia
Poquoson city,2012,11892,Virginia
Charlotte County,2015,11894,Virginia
Grundy County,2010,11902,Tennessee
Lunenburg County,2018,11913,Virginia
Amelia County,2009,11923,Virginia
Stewart County,2010,11932,Tennessee
Lunenburg County,2019,11939,Virginia
Greensville County,2013,11943,Virginia
Lunenburg County,2020,11950,Virginia
Charlotte County,2014,11962,Virginia
Poquoson city,2013,11967,Virginia
Cannon County,2005,11968,Tennessee
Northampton County,2022,11974,Virginia
Clarke County,2006,11983,Virginia
Radford city,2005,11991,Virginia
Northampton County,2024,12004,Virginia
Lunenburg County,2021,12007,Virginia
Greensville County,2012,12017,Virginia
Lunenburg County,2022,12020,Virginia
Jackson County,2022,12022,Tennessee
Northampton County,2023,12026,Virginia
Charlotte County,2013,12029,Virginia
Lewis County,2017,12036,Tennessee
Poquoson city,2014,12041,Virginia
Amelia County,2010,12042,Virginia
Lunenburg County,2023,12042,Virginia
Northumberland County,2021,12053,Virginia
Lunenburg County,2024,12060,Virginia
Grundy County,2011,12062,Tennessee
Northampton County,2021,12070,Virginia
Martinsville city,2005,12076,Virginia
Trousdale County,2022,12085,Tennessee
Greensville County,2011,12091,Virginia
Sequatchie County,2011,12093,Tennessee
Charlotte County,2012,12097,Virginia
Stewart County,2011,12107,Tennessee
Poquoson city,2015,12116,Virginia
Cannon County,2006,12135,Tennessee
Trousdale County,2024,12159,Tennessee
Amelia County,2011,12160,Virginia
Charlotte County,2011,12164,Virginia
Greensville County,2010,12165,Virginia
Martinsville city,2006,12169,Virginia
Meigs County,2018,12176,Tennessee
Clarke County,2007,12185,Virginia
Poquoson city,2016,12191,Virginia
Northampton County,2019,12197,Virginia
Goochland County,2005,12198,Virginia
Northampton County,2020,12215,Virginia
Grundy County,2012,12222,Tennessee
Lewis County,2018,12227,Tennessee
Charlotte County,2010,12232,Virginia
Greensville County,2009,12239,Virginia
Northampton County,2018,12244,Virginia
Martinsville city,2007,12262,Virginia
Northumberland County,2022,12263,Virginia
Poquoson city,2017,12265,Virginia
Radford city,2006,12270,Virginia
Amelia County,2012,12278,Virginia
Stewart County,2012,12281,Tennessee
Northampton County,2017,12290,Virginia
Charlotte County,2009,12299,Virginia
Trousdale County,2023,12301,Tennessee
Cannon County,2007,12303,Tennessee
Greensville County,2008,12314,Virginia
Northampton County,2016,12337,Virginia
Poquoson city,2018,12340,Virginia
Jackson County,2023,12344,Tennessee
Martinsville city,2008,12355,Virginia
Charlotte County,2008,12367,Virginia
Jackson County,2024,12376,Tennessee
Grundy County,2013,12381,Tennessee
Northampton County,2015,12384,Virginia
Clarke County,2008,12387,Virginia
Greensville County,2007,12388,Virginia
Northumberland County,2023,12388,Virginia
Amelia County,2013,12397,Virginia
Northumberland County,2024,12397,Virginia
Fentress County,2005,12408,Tennessee
Poquoson city,2019,12414,Virginia
Madison County,2005,12415,Virginia
Lewis County,2019,12418,Tennessee
Northampton County,2014,12430,Virginia
Charlotte County,2007,12434,Virginia
Martinsville city,2009,12448,Virginia
Stewart County,2013,12456,Tennessee
Greensville County,2006,12462,Virginia
Meigs County,2019,12468,Tennessee
Cannon County,2008,12471,Tennessee
Poquoson city,2020,12473,Virginia
Northampton County,2013,12477,Virginia
Charlotte County,2006,12502,Virginia
Madison County,2006,12511,Virginia
Amelia County,2014,12515,Virginia
Sequatchie County,2012,12522,Tennessee
Northampton County,2012,12523,Virginia
Greensville County,2005,12536,Virginia
Grundy County,2014,12541,Tennessee
Martinsville city,2010,12541,Virginia
Radford city,2007,12548,Virginia
Charlotte County,2005,12569,Virginia
Northampton County,2011,12570,Virginia
Bledsoe County,2005,12582,Tennessee
Clarke County,2009,12589,Virginia
New Kent County,2010,12595,Virginia
Edgefield County,2007,12597,South Carolina
Lewis County,2020,12607,Tennessee
Madison County,2007,12607,Virginia
Poquoson city,2023,12613,Virginia
Northampton County,2010,12617,Virginia
Poquoson city,2022,12624,Virginia
Poquoson city,2021,12629,Virginia
Stewart County,2014,12630,Tennessee
Amelia County,2015,12633,Virginia
Martinsville city,2011,12634,Virginia
Cannon County,2009,12638,Tennessee
Northampton County,2009,12663,Virginia
Grundy County,2015,12701,Tennessee
Madison County,2008,12702,Virginia
Northampton County,2008,12710,Virginia
Bledsoe County,2006,12726,Tennessee
Martinsville city,2012,12727,Virginia
Amelia County,2016,12751,Virginia
Northampton County,2007,12756,Virginia
Jasper County,2010,12788,South Carolina
Clarke County,2010,12791,Virginia
Madison County,2009,12798,Virginia
King William County,2005,12802,Virginia
Northampton County,2006,12803,Virginia
Stewart County,2015,12805,Tennessee
Cannon County,2010,12806,Tennessee
Meigs County,2020,12809,Tennessee
Fentress County,2006,12814,Tennessee
Martinsville city,2013,12820,Virginia
Radford city,2008,12827,Virginia
Northampton County,2005,12850,Virginia
Poquoson city,2024,12854,Virginia
Lewis County,2021,12856,Tennessee
Grundy County,2016,12861,Tennessee
Bamberg County,2024,12870,South Carolina
Bledsoe County,2007,12870,Tennessee
Amelia County,2017,12870,Virginia
Madison County,2010,12894,Virginia
Martinsville city,2014,12913,Virginia
Lewis County,2022,12934,Tennessee
Sequatchie County,2013,12951,Tennessee
Bamberg County,2022,12966,South Carolina
Cannon County,2011,12973,Tennessee
Stewart County,2016,12979,Tennessee
Amelia County,2018,12988,Virginia
Madison County,2011,12990,Virginia
Bamberg County,2023,12991,South Carolina
Clarke County,2011,12993,Virginia
Falls Church city,2005,13002,Virginia
Martinsville city,2015,13006,Virginia
Bledsoe County,2008,13015,Tennessee
Grundy County,2017,13020,Tennessee
Meigs County,2021,13022,Tennessee
Goochland County,2006,13034,Virginia
Williamsburg city,2005,13052,Virginia
Madison County,2012,13086,Virginia
Martinsville city,2016,13099,Virginia
Falls Church city,2006,13103,Virginia
Radford city,2009,13105,Virginia
Amelia County,2019,13106,Virginia
Bamberg County,2021,13121,South Carolina
Cannon County,2012,13141,Tennessee
King William County,2006,13143,Virginia
Lewis County,2023,13146,Tennessee
Stewart County,2017,13154,Tennessee
Bledsoe County,2009,13159,Tennessee
Appomattox County,2005,13162,Virginia
Grundy County,2018,13180,Tennessee
Madison County,2013,13181,Virginia
Martinsville city,2017,13192,Virginia
Clarke County,2012,13195,Virginia
Falls Church city,2007,13203,Virginia
Williamsburg city,2006,13214,Virginia
Fentress County,2007,13220,Tennessee
Bamberg County,2020,13261,South Carolina
Meigs County,2022,13265,Tennessee
Amelia County,2020,13267,Virginia
Madison County,2014,13277,Virginia
Martinsville city,2018,13285,Virginia
Bledsoe County,2010,13303,Tennessee
Falls Church city,2008,13304,Virginia
Cannon County,2013,13309,Tennessee
Amelia County,2021,13311,Virginia
Bamberg County,2019,13315,South Carolina
Stewart County,2018,13328,Tennessee
Grundy County,2019,13340,Tennessee
Appomattox County,2006,13365,Virginia
Madison County,2015,13373,Virginia
Williamsburg city,2007,13375,Virginia
Martinsville city,2019,13378,Virginia
Sequatchie County,2014,13379,Tennessee
Radford city,2010,13384,Virginia
Clarke County,2013,13397,Virginia
Falls Church city,2009,13404,Virginia
Bamberg County,2018,13406,South Carolina
Dickenson County,2024,13411,Virginia
Lewis County,2024,13418,Tennessee
Amelia County,2022,13419,Virginia
Bledsoe County,2011,13447,Tennessee
Madison County,2016,13469,Virginia
Cannon County,2014,13476,Tennessee
Martinsville city,2020,13476,Virginia
King William County,2007,13484,Virginia
Bamberg County,2017,13497,South Carolina
Stewart County,2019,13503,Tennessee
Falls Church city,2010,13504,Virginia
Williamsburg city,2008,13537,Virginia
Martinsville city,2021,13539,Virginia
Grundy County,2020,13548,Tennessee
Madison County,2017,13565,Virginia
Appomattox County,2007,13568,Virginia
Bamberg County,2016,13588,South Carolina
Edgefield County,2008,13589,South Carolina
Bledsoe County,2012,13591,Tennessee
Dickenson County,2023,13594,Virginia
Grundy County,2021,13595,Tennessee
Amelia County,2023,13596,Virginia
Clarke County,2014,13599,Virginia
Calhoun County,2005,13605,South Carolina
Falls Church city,2011,13605,Virginia
Fentress County,2008,13626,Tennessee
New Kent County,2011,13637,Virginia
Calhoun County,2006,13639,South Carolina
Cannon County,2015,13644,Tennessee
Madison County,2018,13660,Virginia
Radford city,2011,13662,Virginia
Calhoun County,2007,13673,South Carolina
Bamberg County,2015,13680,South Carolina
Meigs County,2023,13682,Tennessee
Martinsville city,2022,13686,Virginia
Williamsburg city,2009,13698,Virginia
Falls Church city,2012,13705,Virginia
Calhoun County,2008,13707,South Carolina
Crockett County,2005,13707,Tennessee
Stewart County,2020,13709,Tennessee
Dickenson County,2022,13714,Virginia
Amelia County,2024,13716,Virginia
Crockett County,2006,13721,Tennessee
Bledsoe County,2013,13735,Tennessee
Crockett County,2007,13735,Tennessee
Calhoun County,2009,13741,South Carolina
Crockett County,2008,13749,Tennessee
Martinsville city,2023,13753,Virginia
Madison County,2019,13756,Virginia
Crockett County,2009,13763,Tennessee
Bamberg County,2014,13771,South Carolina
Appomattox County,2008,13771,Virginia
Calhoun County,2010,13775,South Carolina
Crockett County,2010,13777,Tennessee
Crockett County,2011,13790,Tennessee
Clarke County,2015,13801,Virginia
Crockett County,2012,13804,Tennessee
Falls Church city,2013,13806,Virginia
Sequatchie County,2015,13808,Tennessee
Calhoun County,2011,13809,South Carolina
Cannon County,2016,13811,Tennessee
Grundy County,2022,13813,Tennessee
Stewart County,2021,13813,Tennessee
Crockett County,2013,13818,Tennessee
King William County,2008,13824,Virginia
Crockett County,2014,13832,Tennessee
Martinsville city,2024,13834,Virginia
Calhoun County,2012,13843,South Carolina
Crockett County,2015,13846,Tennessee
Crockett County,2016,13860,Tennessee
Williamsburg city,2010,13860,Virginia
Madison County,2020,13861,Virginia
Bamberg County,2013,13862,South Carolina
Crockett County,2022,13862,Tennessee
Dickenson County,2021,13867,Virginia
Goochland County,2007,13870,Virginia
Crockett County,2017,13874,Tennessee
Calhoun County,2013,13877,South Carolina
Bledsoe County,2014,13879,Tennessee
Crockett County,2018,13888,Tennessee
Crockett County,2019,13902,Tennessee
Crockett County,2020,13905,Tennessee
Falls Church city,2014,13906,Virginia
Calhoun County,2014,13910,South Carolina
Meigs County,2024,13937,Tennessee
Radford city,2012,13941,Virginia
Calhoun County,2015,13944,South Carolina
Bamberg County,2012,13953,South Carolina
Madison County,2021,13959,Virginia
Crockett County,2024,13973,Tennessee
Appomattox County,2009,13973,Virginia
Calhoun County,2016,13978,South Carolina
Cannon County,2017,13979,Tennessee
Crockett County,2021,13988,Tennessee
Crockett County,2023,13991,Tennessee
Grundy County,2023,13992,Tennessee
Stewart County,2022,14001,Tennessee
Clarke County,2016,14003,Virginia
Falls Church city,2015,14006,Virginia
Calhoun County,2017,14012,South Carolina
Madison County,2022,14013,Virginia
Williamsburg city,2011,14021,Virginia
Bledsoe County,2015,14023,Tennessee
Fentress County,2009,14032,Tennessee
Bamberg County,2011,14044,South Carolina
Calhoun County,2018,14046,South Carolina
Dickenson County,2020,14077,Virginia
Calhoun County,2019,14080,South Carolina
Falls Church city,2016,14107,Virginia
Calhoun County,2020,14113,South Carolina
Madison County,2023,14135,Virginia
Bamberg County,2010,14136,South Carolina
Calhoun County,2021,14141,South Carolina
Cannon County,2018,14147,Tennessee
Grundy County,2024,14148,Tennessee
King William County,2009,14165,Virginia
Bledsoe County,2016,14167,Tennessee
Appomattox County,2010,14176,Virginia
Williamsburg city,2012,14183,Virginia
Calhoun County,2022,14200,South Carolina
Clarke County,2017,14205,Virginia
Falls Church city,2017,14207,Virginia
Calhoun County,2023,14208,South Carolina
Dickenson County,2019,14214,Virginia
Radford city,2013,14219,Virginia
Bamberg County,2009,14227,South Carolina
Sequatchie County,2016,14237,Tennessee
Stewart County,2023,14246,Tennessee
Calhoun County,2024,14249,South Carolina
Madison County,2024,14252,Virginia
DeKalb County,2005,14255,Tennessee
Falls Church city,2018,14308,Virginia
Bledsoe County,2017,14311,Tennessee
Cannon County,2019,14314,Tennessee
Bamberg County,2008,14318,South Carolina
Williamsburg city,2013,14344,Virginia
Benton County,2005,14355,Tennessee
Stewart County,2024,14365,Tennessee
Dickenson County,2018,14374,Virginia
Appomattox County,2011,14379,Virginia
Jasper County,2011,14403,South Carolina
Clarke County,2018,14407,Virginia
Falls Church city,2019,14408,Virginia
Bamberg County,2007,14409,South Carolina
Fentress County,2010,14438,Tennessee
Benton County,2006,14452,Tennessee
Bledsoe County,2018,14456,Tennessee
Radford city,2014,14498,Virginia
Bamberg County,2006,14500,South Carolina
King William County,2010,14505,Virginia
Williamsburg city,2014,14506,Virginia
Falls Church city,2021,14515,Virginia
Falls Church city,2022,14518,Virginia
Dickenson County,2017,14535,Virginia
Cannon County,2021,14537,Tennessee
Benton County,2007,14549,Tennessee
Cannon County,2020,14561,Tennessee
Edgefield County,2009,14580,South Carolina
Appomattox County,2012,14582,Virginia
Bamberg County,2005,14592,South Carolina
Bledsoe County,2019,14600,Tennessee
Clarke County,2019,14609,Virginia
Nelson County,2023,14625,Virginia
Alleghany County,2024,14632,Virginia
Benton County,2008,14646,Tennessee
DeKalb County,2006,14650,Tennessee
Floyd County,2005,14659,Virginia
Sequatchie County,2017,14665,Tennessee
Williamsburg city,2015,14667,Virginia
Falls Church city,2020,14677,Virginia
New Kent County,2012,14680,Virginia
Polk County,2005,14692,Tennessee
Nelson County,2022,14692,Virginia
Dickenson County,2016,14695,Virginia
Alleghany County,2023,14698,Virginia
Goochland County,2008,14706,Virginia
Floyd County,2006,14714,Virginia
Nelson County,2020,14739,Virginia
Benton County,2009,14743,Tennessee
Alleghany County,2022,14764,Virginia
Nelson County,2024,14766,Virginia
Bledsoe County,2022,14769,Tennessee
Floyd County,2007,14769,Virginia
Radford city,2015,14776,Virginia
Nelson County,2019,14780,Virginia
Appomattox County,2013,14785,Virginia
Nelson County,2018,14796,Virginia
Cannon County,2022,14797,Tennessee
Falls Church city,2023,14805,Virginia
Nelson County,2017,14812,Virginia
Clarke County,2020,14817,Virginia
Floyd County,2008,14824,Virginia
Nelson County,2016,14828,Virginia
Williamsburg city,2016,14829,Virginia
Bledsoe County,2021,14839,Tennessee
Nelson County,2021,14839,Virginia
Benton County,2010,14840,Tennessee
Fentress County,2011,14844,Tennessee
Nelson County,2015,14844,Virginia
King William County,2011,14846,Virginia
Dickenson County,2015,14856,Virginia
Nelson County,2014,14860,Virginia
Nelson County,2013,14876,Virginia
Floyd County,2009,14878,Virginia
Polk County,2006,14880,Tennessee
Nelson County,2012,14892,Virginia
Nelson County,2011,14908,Virginia
Nelson County,2010,14924,Virginia
Floyd County,2010,14933,Virginia
Benton County,2011,14937,Tennessee
Nelson County,2009,14940,Virginia
Clarke County,2021,14947,Virginia
Bledsoe County,2020,14955,Tennessee
Nelson County,2008,14956,Virginia
Nelson County,2007,14972,Virginia
Appomattox County,2014,14987,Virginia
Floyd County,2011,14988,Virginia
